Size,Avg Latency(us),P50 Tail Lat(us),P90 Tail Lat(us),P99 Tail Lat(us),toolchain,instrumentation,nodes,cores,benchmark
524288,610.19,610.59,613.37,615.93,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1326.88,1346.32,1508.24,1533.64,intel2024a,OFF,4,8,collective-osu_allgather
1,3.01,2.88,3.67,4.2,intel2024a,OFF,4,8,collective-osu_allgather
2,2.84,2.83,2.86,3.19,intel2024a,OFF,4,8,collective-osu_allgather
4,2.83,2.83,2.85,3.09,intel2024a,OFF,4,8,collective-osu_allgather
8,2.88,2.87,2.91,3.21,intel2024a,OFF,4,8,collective-osu_allgather
16,3.25,3.24,3.36,3.48,intel2024a,OFF,4,8,collective-osu_allgather
32,3.42,3.41,3.49,3.87,intel2024a,OFF,4,8,collective-osu_allgather
64,3.66,3.63,3.74,4.08,intel2024a,OFF,4,8,collective-osu_allgather
128,4.34,4.32,4.41,4.72,intel2024a,OFF,4,8,collective-osu_allgather
256,4.59,4.57,4.67,4.83,intel2024a,OFF,4,8,collective-osu_allgather
512,5.57,5.55,5.69,6.1,intel2024a,OFF,4,8,collective-osu_allgather
1024,7.08,7.05,7.23,7.56,intel2024a,OFF,4,8,collective-osu_allgather
2048,8.82,8.82,9.01,10.06,intel2024a,OFF,4,8,collective-osu_allgather
4096,12.32,12.27,12.66,14.06,intel2024a,OFF,4,8,collective-osu_allgather
8192,19.02,18.94,19.48,21.5,intel2024a,OFF,4,8,collective-osu_allgather
16384,29.43,29.38,30.09,31.16,intel2024a,OFF,4,8,collective-osu_allgather
32768,46.98,46.92,47.61,48.87,intel2024a,OFF,4,8,collective-osu_allgather
65536,83.11,82.88,84.28,85.45,intel2024a,OFF,4,8,collective-osu_allgather
131072,158.28,158.02,159.8,161.23,intel2024a,OFF,4,8,collective-osu_allgather
262144,316.56,315.83,318.96,321.45,intel2024a,OFF,4,8,collective-osu_allgather
524288,610.84,610.47,612.88,617.31,intel2024a,OFF,4,8,collective-osu_allgather
1048576,1313.93,1345.81,1502.79,1506.27,intel2024a,OFF,4,8,collective-osu_allgather
4,1.9,1.85,1.9,2.66,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.86,1.85,1.88,2.15,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.86,1.85,1.88,2.09,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.9,1.89,1.93,2.12,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.56,2.53,2.74,2.87,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.55,2.5,2.77,2.94,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.19,3.18,3.33,3.5,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.59,3.55,3.76,3.98,intel2024a,OFF,4,8,collective-osu_allreduce
1024,4.02,3.93,4.28,4.73,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.11,5.13,5.4,5.93,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.06,7.07,7.3,7.66,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.91,9.85,10.1,11.26,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.3,17.05,21.44,26.92,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.71,22.13,24.57,26.64,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.49,30.28,31.46,34.52,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.29,46.17,47.33,48.09,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.9,77.72,79.05,80.17,intel2024a,OFF,4,8,collective-osu_allreduce
524288,139.88,139.44,141.3,154.74,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,302.96,302.02,305.76,328.27,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.88,1.85,1.89,2.54,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.86,1.84,1.87,2.2,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.85,1.85,1.87,2.04,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.9,1.89,1.92,2.47,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.52,2.5,2.68,2.86,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.54,2.49,2.76,2.97,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.18,3.14,3.38,3.55,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.57,3.52,3.73,4.06,intel2024a,OFF,4,8,collective-osu_allreduce
1024,3.98,3.95,4.21,4.36,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.09,5.11,5.36,5.83,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.08,7.07,7.28,7.58,intel2024a,OFF,4,8,collective-osu_allreduce
8192,10.27,10.24,10.74,11.34,intel2024a,OFF,4,8,collective-osu_allreduce
16384,17.99,16.93,20.77,23.01,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.83,22.11,24.58,26.83,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.5,30.22,31.65,34.13,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.59,46.02,46.84,48.16,intel2024a,OFF,4,8,collective-osu_allreduce
262144,78.03,77.79,78.77,82.12,intel2024a,OFF,4,8,collective-osu_allreduce
524288,140.56,140.06,142.23,154.81,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,302.28,301.87,305.59,310.98,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.85,1.84,1.88,2.28,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.85,1.84,1.86,2.11,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.85,1.84,1.87,2.08,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.89,1.87,1.91,2.17,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.47,2.46,2.61,2.83,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.48,2.45,2.63,2.84,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.13,3.11,3.23,3.68,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.47,3.45,3.52,3.95,intel2024a,OFF,4,8,collective-osu_allreduce
1024,3.92,3.91,4.01,4.3,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.01,5.01,5.2,5.64,intel2024a,OFF,4,8,collective-osu_allreduce
4096,6.98,6.95,7.21,7.65,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.84,9.8,9.98,10.85,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.39,17.17,21.49,26.32,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.78,22.1,24.88,26.09,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.36,30.21,31.35,33.65,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.27,46.04,46.94,52.42,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.95,77.86,78.92,80.27,intel2024a,OFF,4,8,collective-osu_allreduce
524288,139.84,139.56,141.31,144.32,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,302.05,301.53,304.38,308.26,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.85,1.84,1.88,2.18,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.85,1.84,1.87,2.04,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.85,1.84,1.87,2.06,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.9,1.89,1.93,2.21,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.51,2.48,2.65,2.82,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.51,2.48,2.69,2.97,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.13,3.08,3.34,3.58,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.57,3.56,3.69,3.99,intel2024a,OFF,4,8,collective-osu_allreduce
1024,3.96,3.93,4.13,4.39,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.13,5.17,5.34,6.09,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.11,7.12,7.27,7.81,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.94,9.88,10.16,11.23,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.35,17.62,20.72,26.99,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.6,22.08,24.17,25.37,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.49,30.26,31.58,33.41,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.22,45.98,46.97,48.94,intel2024a,OFF,4,8,collective-osu_allreduce
262144,78.02,77.73,79.08,82.23,intel2024a,OFF,4,8,collective-osu_allreduce
524288,140.45,140.0,142.28,147.8,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,301.49,301.34,304.16,306.31,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.86,1.84,1.89,2.33,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.87,1.85,1.88,2.39,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.87,1.85,1.88,2.15,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.89,1.88,1.92,2.2,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.54,2.5,2.8,3.02,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.56,2.53,2.76,2.99,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.16,3.13,3.36,3.72,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.58,3.53,3.74,4.04,intel2024a,OFF,4,8,collective-osu_allreduce
1024,4.02,4.01,4.14,4.61,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.1,5.13,5.36,5.75,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.06,7.04,7.32,7.73,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.91,9.87,10.07,11.19,intel2024a,OFF,4,8,collective-osu_allreduce
16384,17.9,17.25,20.09,22.51,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.65,22.16,24.34,25.1,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.64,30.3,31.75,34.29,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.28,46.04,47.05,48.29,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.78,77.55,79.08,80.74,intel2024a,OFF,4,8,collective-osu_allreduce
524288,140.11,139.9,141.32,147.13,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,301.21,300.84,303.9,308.45,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.85,1.83,1.88,2.38,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.86,1.83,1.86,2.41,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.84,1.83,1.86,2.26,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.88,1.87,1.91,2.05,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.49,2.46,2.69,2.88,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.59,2.49,2.91,3.05,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.13,3.1,3.28,3.56,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.62,3.6,3.74,4.11,intel2024a,OFF,4,8,collective-osu_allreduce
1024,4.0,3.96,4.18,4.46,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.22,5.25,5.41,5.98,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.0,6.98,7.27,7.54,intel2024a,OFF,4,8,collective-osu_allreduce
8192,10.06,9.98,10.53,11.19,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.56,17.69,23.01,25.27,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.75,22.14,24.72,26.37,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.5,30.22,32.05,33.99,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.82,46.25,47.06,49.66,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.85,77.7,78.82,79.47,intel2024a,OFF,4,8,collective-osu_allreduce
524288,139.9,139.49,141.4,148.93,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,301.96,301.66,304.47,306.62,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.86,1.83,1.87,2.25,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.86,1.84,1.87,2.18,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.85,1.83,1.86,2.03,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.89,1.88,1.92,2.17,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.48,2.44,2.71,2.89,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.54,2.47,2.82,3.02,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.12,3.06,3.26,3.71,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.59,3.55,3.81,4.35,intel2024a,OFF,4,8,collective-osu_allreduce
1024,3.94,3.91,4.12,4.33,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.19,5.22,5.4,5.89,intel2024a,OFF,4,8,collective-osu_allreduce
4096,6.94,6.92,7.17,7.52,intel2024a,OFF,4,8,collective-osu_allreduce
8192,10.09,9.97,10.62,11.31,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.31,17.83,20.72,25.05,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.7,22.25,24.3,24.87,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.48,30.21,31.77,34.72,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.3,46.1,46.97,49.17,intel2024a,OFF,4,8,collective-osu_allreduce
262144,78.02,77.79,78.93,82.51,intel2024a,OFF,4,8,collective-osu_allreduce
524288,140.51,140.04,142.14,149.46,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,302.34,301.92,304.66,309.67,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.82,1.8,1.85,2.24,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.81,1.8,1.83,2.16,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.82,1.8,1.83,2.03,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.85,1.84,1.88,2.11,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.49,2.47,2.64,2.8,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.52,2.5,2.66,2.87,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.12,3.04,3.29,3.78,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.51,3.49,3.6,3.93,intel2024a,OFF,4,8,collective-osu_allreduce
1024,4.0,4.0,4.13,4.58,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.05,5.05,5.27,5.69,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.03,7.02,7.22,7.81,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.91,9.85,10.1,11.56,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.22,17.11,20.51,23.43,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.71,22.15,24.36,25.66,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.52,30.36,31.38,33.33,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.18,46.06,46.88,47.98,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.78,77.53,78.73,81.39,intel2024a,OFF,4,8,collective-osu_allreduce
524288,139.64,139.39,141.39,144.93,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,302.05,301.75,305.91,306.92,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.86,1.83,1.88,2.14,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.84,1.83,1.86,2.13,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.84,1.83,1.86,2.13,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.88,1.87,1.91,2.12,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.51,2.52,2.64,2.82,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.52,2.5,2.64,2.9,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.11,3.05,3.29,3.51,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.5,3.49,3.6,3.91,intel2024a,OFF,4,8,collective-osu_allreduce
1024,3.96,3.95,4.06,4.27,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.03,5.04,5.26,5.48,intel2024a,OFF,4,8,collective-osu_allreduce
4096,6.97,6.96,7.18,7.61,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.83,9.8,9.97,11.17,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.22,17.47,20.51,24.57,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.69,22.04,24.55,25.97,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.45,30.2,31.41,33.51,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.24,46.12,46.97,48.96,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.72,77.6,78.77,79.72,intel2024a,OFF,4,8,collective-osu_allreduce
524288,140.14,139.89,141.89,146.44,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,303.5,301.2,305.4,353.53,intel2024a,OFF,4,8,collective-osu_allreduce
4,1.86,1.84,1.88,2.22,intel2024a,OFF,4,8,collective-osu_allreduce
8,1.85,1.84,1.87,2.45,intel2024a,OFF,4,8,collective-osu_allreduce
16,1.85,1.84,1.86,2.27,intel2024a,OFF,4,8,collective-osu_allreduce
32,1.89,1.88,1.91,2.12,intel2024a,OFF,4,8,collective-osu_allreduce
64,2.52,2.53,2.68,2.83,intel2024a,OFF,4,8,collective-osu_allreduce
128,2.54,2.51,2.75,3.01,intel2024a,OFF,4,8,collective-osu_allreduce
256,3.18,3.17,3.32,3.59,intel2024a,OFF,4,8,collective-osu_allreduce
512,3.57,3.52,3.72,4.18,intel2024a,OFF,4,8,collective-osu_allreduce
1024,3.99,3.93,4.24,4.49,intel2024a,OFF,4,8,collective-osu_allreduce
2048,5.08,5.1,5.34,5.94,intel2024a,OFF,4,8,collective-osu_allreduce
4096,7.01,7.05,7.26,7.69,intel2024a,OFF,4,8,collective-osu_allreduce
8192,9.88,9.83,10.07,10.93,intel2024a,OFF,4,8,collective-osu_allreduce
16384,18.07,17.67,20.6,22.72,intel2024a,OFF,4,8,collective-osu_allreduce
32768,22.67,22.0,24.24,26.19,intel2024a,OFF,4,8,collective-osu_allreduce
65536,30.58,30.29,31.61,35.3,intel2024a,OFF,4,8,collective-osu_allreduce
131072,46.25,46.12,46.81,49.5,intel2024a,OFF,4,8,collective-osu_allreduce
262144,77.89,77.64,78.95,81.47,intel2024a,OFF,4,8,collective-osu_allreduce
524288,139.99,139.56,141.92,150.95,intel2024a,OFF,4,8,collective-osu_allreduce
1048576,302.32,302.0,305.59,308.11,intel2024a,OFF,4,8,collective-osu_allreduce
1,3.45,3.21,3.38,8.32,intel2024a,OFF,4,16,collective-osu_allgather
2,3.23,3.21,3.25,3.7,intel2024a,OFF,4,16,collective-osu_allgather
4,3.3,3.28,3.31,4.02,intel2024a,OFF,4,16,collective-osu_allgather
8,3.8,3.66,3.77,5.15,intel2024a,OFF,4,16,collective-osu_allgather
16,3.81,3.79,3.87,4.32,intel2024a,OFF,4,16,collective-osu_allgather
32,4.09,4.07,4.13,4.76,intel2024a,OFF,4,16,collective-osu_allgather
64,4.75,4.74,4.8,5.07,intel2024a,OFF,4,16,collective-osu_allgather
128,5.04,5.03,5.1,5.28,intel2024a,OFF,4,16,collective-osu_allgather
256,6.12,6.09,6.22,6.74,intel2024a,OFF,4,16,collective-osu_allgather
512,8.24,8.21,8.35,8.93,intel2024a,OFF,4,16,collective-osu_allgather
1024,11.39,11.34,11.61,12.7,intel2024a,OFF,4,16,collective-osu_allgather
2048,16.45,16.41,16.68,17.61,intel2024a,OFF,4,16,collective-osu_allgather
4096,26.48,26.2,26.7,27.57,intel2024a,OFF,4,16,collective-osu_allgather
8192,44.71,44.6,45.25,46.54,intel2024a,OFF,4,16,collective-osu_allgather
16384,79.16,79.09,80.15,81.74,intel2024a,OFF,4,16,collective-osu_allgather
32768,148.79,148.71,149.9,150.53,intel2024a,OFF,4,16,collective-osu_allgather
65536,290.7,290.58,291.91,294.25,intel2024a,OFF,4,16,collective-osu_allgather
131072,257.28,257.03,260.12,269.93,intel2024a,OFF,4,16,collective-osu_allgather
262144,644.06,642.91,654.22,664.12,intel2024a,OFF,4,16,collective-osu_allgather
524288,1952.52,1952.43,1956.46,1959.34,intel2024a,OFF,4,16,collective-osu_allgather
1048576,5805.19,5986.57,6405.76,6558.72,intel2024a,OFF,4,16,collective-osu_allgather
1,3.44,3.22,3.36,7.07,intel2024a,OFF,4,16,collective-osu_allgather
2,3.24,3.22,3.25,3.57,intel2024a,OFF,4,16,collective-osu_allgather
4,3.29,3.28,3.31,3.57,intel2024a,OFF,4,16,collective-osu_allgather
8,3.64,3.64,3.73,3.86,intel2024a,OFF,4,16,collective-osu_allgather
16,3.78,3.75,3.82,4.18,intel2024a,OFF,4,16,collective-osu_allgather
32,4.08,4.06,4.12,4.51,intel2024a,OFF,4,16,collective-osu_allgather
64,4.77,4.75,4.81,5.24,intel2024a,OFF,4,16,collective-osu_allgather
128,5.06,5.05,5.12,5.3,intel2024a,OFF,4,16,collective-osu_allgather
256,6.12,6.1,6.21,6.45,intel2024a,OFF,4,16,collective-osu_allgather
512,8.27,8.24,8.38,9.21,intel2024a,OFF,4,16,collective-osu_allgather
1024,11.36,11.31,11.61,12.38,intel2024a,OFF,4,16,collective-osu_allgather
2048,16.47,16.41,16.68,17.92,intel2024a,OFF,4,16,collective-osu_allgather
4096,26.25,26.2,26.62,27.69,intel2024a,OFF,4,16,collective-osu_allgather
8192,44.51,44.5,45.26,46.2,intel2024a,OFF,4,16,collective-osu_allgather
16384,79.26,79.31,80.19,81.81,intel2024a,OFF,4,16,collective-osu_allgather
32768,148.75,148.62,149.72,154.15,intel2024a,OFF,4,16,collective-osu_allgather
65536,290.41,290.42,292.0,293.49,intel2024a,OFF,4,16,collective-osu_allgather
131072,257.53,256.91,262.31,280.15,intel2024a,OFF,4,16,collective-osu_allgather
262144,639.92,639.25,653.21,660.02,intel2024a,OFF,4,16,collective-osu_allgather
524288,1937.05,1935.67,1939.56,1982.96,intel2024a,OFF,4,16,collective-osu_allgather
1048576,5858.4,6101.89,6280.13,6525.74,intel2024a,OFF,4,16,collective-osu_allgather
1,3.43,3.21,3.39,7.35,intel2024a,OFF,4,16,collective-osu_allgather
2,3.24,3.21,3.24,3.72,intel2024a,OFF,4,16,collective-osu_allgather
4,3.29,3.27,3.3,3.59,intel2024a,OFF,4,16,collective-osu_allgather
8,3.64,3.64,3.73,3.89,intel2024a,OFF,4,16,collective-osu_allgather
16,3.79,3.75,3.82,4.68,intel2024a,OFF,4,16,collective-osu_allgather
32,4.08,4.06,4.12,4.59,intel2024a,OFF,4,16,collective-osu_allgather
64,4.74,4.73,4.79,5.05,intel2024a,OFF,4,16,collective-osu_allgather
128,5.06,5.03,5.1,5.56,intel2024a,OFF,4,16,collective-osu_allgather
256,6.14,6.11,6.22,6.86,intel2024a,OFF,4,16,collective-osu_allgather
512,8.26,8.23,8.38,9.04,intel2024a,OFF,4,16,collective-osu_allgather
1024,11.4,11.36,11.62,12.7,intel2024a,OFF,4,16,collective-osu_allgather
2048,16.45,16.41,16.69,17.7,intel2024a,OFF,4,16,collective-osu_allgather
4096,26.22,26.18,26.61,27.69,intel2024a,OFF,4,16,collective-osu_allgather
8192,44.53,44.5,45.24,46.48,intel2024a,OFF,4,16,collective-osu_allgather
16384,79.23,79.16,80.2,81.51,intel2024a,OFF,4,16,collective-osu_allgather
32768,148.48,148.41,149.51,151.72,intel2024a,OFF,4,16,collective-osu_allgather
65536,290.36,290.21,291.57,293.29,intel2024a,OFF,4,16,collective-osu_allgather
131072,257.75,257.42,261.06,274.12,intel2024a,OFF,4,16,collective-osu_allgather
262144,646.65,646.09,656.47,662.58,intel2024a,OFF,4,16,collective-osu_allgather
524288,1941.13,1934.73,1940.61,2113.12,intel2024a,OFF,4,16,collective-osu_allgather
1048576,5621.14,5551.93,6163.05,6567.54,intel2024a,OFF,4,16,collective-osu_allgather
1,3.42,3.21,3.35,7.04,intel2024a,OFF,4,16,collective-osu_allgather
2,3.22,3.21,3.23,3.58,intel2024a,OFF,4,16,collective-osu_allgather
4,3.29,3.28,3.31,3.57,intel2024a,OFF,4,16,collective-osu_allgather
8,3.62,3.61,3.7,3.85,intel2024a,OFF,4,16,collective-osu_allgather
16,3.77,3.74,3.8,4.19,intel2024a,OFF,4,16,collective-osu_allgather
32,4.08,4.06,4.12,4.54,intel2024a,OFF,4,16,collective-osu_allgather
64,4.76,4.73,4.79,5.16,intel2024a,OFF,4,16,collective-osu_allgather
128,5.05,5.04,5.1,5.35,intel2024a,OFF,4,16,collective-osu_allgather
256,6.12,6.09,6.2,6.87,intel2024a,OFF,4,16,collective-osu_allgather
512,8.23,8.2,8.34,8.76,intel2024a,OFF,4,16,collective-osu_allgather
1024,11.37,11.31,11.61,12.56,intel2024a,OFF,4,16,collective-osu_allgather
2048,16.43,16.39,16.66,17.48,intel2024a,OFF,4,16,collective-osu_allgather
4096,26.24,26.17,26.62,28.01,intel2024a,OFF,4,16,collective-osu_allgather
8192,44.64,44.57,45.25,46.49,intel2024a,OFF,4,16,collective-osu_allgather
16384,79.08,79.13,79.86,80.5,intel2024a,OFF,4,16,collective-osu_allgather
32768,148.93,148.68,150.33,152.84,intel2024a,OFF,4,16,collective-osu_allgather
65536,290.49,290.49,291.3,295.88,intel2024a,OFF,4,16,collective-osu_allgather
131072,259.41,258.29,263.42,286.52,intel2024a,OFF,4,16,collective-osu_allgather
262144,649.14,648.36,661.35,668.28,intel2024a,OFF,4,16,collective-osu_allgather
524288,1959.67,1952.06,1960.66,2207.73,intel2024a,OFF,4,16,collective-osu_allgather
1048576,5554.41,5552.39,6140.09,6509.61,intel2024a,OFF,4,16,collective-osu_allgather
1,3.43,3.21,3.34,6.99,intel2024a,OFF,4,16,collective-osu_allgather
2,3.22,3.21,3.24,3.6,intel2024a,OFF,4,16,collective-osu_allgather
4,3.29,3.28,3.31,3.57,intel2024a,OFF,4,16,collective-osu_allgather
8,3.65,3.64,3.72,3.94,intel2024a,OFF,4,16,collective-osu_allgather
16,3.79,3.76,3.82,4.27,intel2024a,OFF,4,16,collective-osu_allgather
32,4.07,4.06,4.12,4.44,intel2024a,OFF,4,16,collective-osu_allgather
64,4.76,4.74,4.8,5.05,intel2024a,OFF,4,16,collective-osu_allgather
128,5.05,5.04,5.1,5.4,intel2024a,OFF,4,16,collective-osu_allgather
256,6.13,6.1,6.22,6.95,intel2024a,OFF,4,16,collective-osu_allgather
512,8.25,8.21,8.36,9.39,intel2024a,OFF,4,16,collective-osu_allgather
1024,11.33,11.3,11.58,12.11,intel2024a,OFF,4,16,collective-osu_allgather
2048,16.44,16.4,16.65,17.64,intel2024a,OFF,4,16,collective-osu_allgather
4096,26.25,26.21,26.61,27.77,intel2024a,OFF,4,16,collective-osu_allgather
8192,44.53,44.52,45.22,46.22,intel2024a,OFF,4,16,collective-osu_allgather
16384,79.2,79.17,79.96,80.54,intel2024a,OFF,4,16,collective-osu_allgather
